TradingDay,CF,FG,MA,OI,RM,SR,TA,a,ag,au,bu,c,cs,hc,i,j,jd,jm,l,m,p,pp,rb,ru,v,y
20180326,0.0,800.0000000000098,-808.8235294117732,-245.09803921565523,1996.0079840319074,-0.0,0.0,0.0,-0.0,-253.16455696205153,4310.344827586212,456.8817818389511,0.0,-0.0,342.85714285713425,-0.0,-0.0,0.0,-0.0,2889.03479973736,-0.0,-0.0,-0.0,-0.0,0.0,0.0
20180327,-96.80542110358667,-793.6507936508033,-0.0,-613.4969325153395,-2608.69565217392,-0.0,-0.0,-0.0,0.0,-253.48542458804303,-70.32348804500751,-1591.8135304150223,-0.0,0.0,1138.9521640091111,0.0,0.0,0.0,0.0,-2135.922330097068,-0.0,0.0,0.0,0.0,0.0,-1024.590163934409
20180328,-1227.3901808785445,-0.0,0.0,-0.0,-40.04805766920385,-300.5126392080528,-0.0,-0.0,-0.0,-1160.2610587382367,-0.0,114.61318051575628,0.0,-223.02759966546228,-0.0,-3503.5306898424706,-0.0,-0.0,-0.0,-425.2535165194655,0.0,-0.0,-495.6629491945573,-0.0,-0.0,-69.01311249139012
20180329,-0.0,509.83248361252697,0.0,-0.0,-0.0,-1055.833929849662,-0.0,0.0,-0.0,-2297.5929978117974,0.0,-171.82130584191984,-1060.3964960811347,1452.9198100027984,0.0,112.58091753447108,-0.0,0.0,0.0,-0.0,-1339.1098857818065,0.0,4794.520547945196,0.0,0.0,-0.0
20180330,0.0,2608.695652173908,927.9881217520492,0.0,0.0,0.0,0.0,0.0,0.0,184.4678103670898,1192.145862552591,0.0,328.02249297092635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037.924151696608,0.0,6202.493159014921,1437.9084967320305,0.0,0.0
20180402,-0.0,-0.0,-1287.2379551305671,1454.2079207920722,621.8422075398382,0.0,294.659300184164,480.6408544726464,0.0,0.0,-1455.3014553014536,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-1386.021822471246,-1116.8384879725002,0.0,1443.2989690721652
20180403,-0.0,-0.0,-0.0,-152.48551387617832,-849.7489378138226,-538.793103448278,220.34520749173126,1275.5779962795507,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-2505.399568034568,-0.0,-542.0054200542104
20180404,-0.0,-359.71223021583387,0.0,0.0,3491.078355314178,216.6847237269781,-1980.9244314013265,3191.763191763173,-0.0,-0.0,-0.0,0.0,0.0,-840.3361344537836,-0.0,0.0,305.03304524656454,0.0,-0.0,0.0,0.0,0.0,-1073.3452593917782,-787.4015748031436,0.0,2241.847826086951
20180409,0.0,-372.5782414306829,0.0,456.3431700638935,6786.122760198274,0.0,-407.5583549462755,4256.397263744638,-0.0,-0.0,-0.0,-0.0,-0.0,2746.931618936296,0.0,-0.0,2483.5276229092724,-0.0,0.0,3226.8073223704528,0.0,0.0,2712.4773960217085,0.0,2375.47892720307,369.49949613704985
20180410,0.0,0.0,-109.40919037199032,242.27740763173915,-958.7020648967532,0.0,0.0,-1017.1173406102791,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-1533.1355093966317,0.0,485.96112311015474,-2284.340246468284,-0.0,397.2632972853622,0.0,0.0,-523.9520958083824,-0.0
20180411,261.52337365152493,0.0,193.0501930501961,-544.4646098003569,0.0,-197.23865877711305,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1544.9788188387686,-0.0,-107.46910263299044,-0.0,-0.0,-1165.091228841487,-0.0,-863.5578583765196,-0.0,-0.0
20180412,-652.1030322790995,444.1154700221988,0.0,-1152.5629360024382,-0.0,-826.4462809917346,256.41025641025453,-0.0,0.0,0.0,851.6678495386857,-0.0,-0.0,0.0,0.0,-0.0,296.73590504450664,-0.0,-430.10752688174034,-0.0,-0.0,-154.78164731896842,0.0,0.0,0.0,-0.0
20180413,1504.7432122996236,1915.9911569638844,0.0,0.0,0.0,0.0,-401.899890390938,0.0,-0.0,-0.0,-562.9838142153451,0.0,0.0,1111.111111111103,0.0,0.0,1580.2469135802548,0.0,-107.7586206896526,0.0,0.0,-331.9318433281739,0.0,0.0,-752.4454477050484,0.0
20180416,-129.87012987011977,-2773.722627737206,-0.0,-0.0,-0.0,-0.0,0.0,-1532.6633165829298,0.0,0.0,-3105.1517290049374,-0.0,-0.0,-2535.925612848692,-0.0,-739.0562819783933,-391.96472317490935,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-682.33510235027,-0.0
