TradingDay,CF,FG,MA,OI,RM,SR,TA,a,ag,au,bu,c,cs,hc,i,j,jd,jm,l,m,p,pp,rb,ru,v,y
20180116,14909.311370921272,2051.2346092707876,3082.598277246945,5774.84888765132,3592.3543743932964,3896.182799437376,6466.926625993295,4102.613508563834,3178.8807774050038,250.44586905678716,1873.728856636953,1634.9577680582274,2660.8721092758137,4939.602079198072,979.0997434342809,1937.3987607212036,3514.194879386458,1277.0092211146764,12677.382110229039,6202.57398729774,3670.29597203219,15327.360147298883,2657.522238403114,7724.237019220576,4754.209223076448,4469.6120651822375
20180117,14830.995881119978,2062.42061940996,3078.2366242193584,5792.805507326853,3609.769931078323,3876.082114315601,6427.844595192766,4098.0588446631255,3153.658022324493,249.69004094140192,1873.728856636953,1629.5737139372893,2634.711849774507,4966.742749962897,982.7979483197739,1936.9044002310989,3514.194879386458,1283.5067240009744,12606.7739060708,6238.60927553186,3638.001860572075,15268.75936508746,2683.466386904675,7680.796670430584,4711.184705220553,4454.005877803807
20180118,15188.31030333838,2086.1908909557023,3074.9653844486684,5805.375141099726,3601.8537689487657,3864.6917260799287,6434.741424157565,4104.890840514189,3134.1307280686137,248.3117661427581,1872.3740273841424,1623.2923174628613,2633.466123131587,4990.006182047032,992.9680117548797,1944.3198075826726,3526.6362011272054,1275.5097973716847,12613.19283372155,6231.852658987962,3661.8714212165078,15301.315355204917,2705.904569392511,7691.656757628081,4750.623846588457,4464.930208968708
20180119,14968.047988272241,2077.801383351323,3053.1571193107343,5733.548662397595,3631.935185041085,3858.661520543396,6453.132968063696,4026.322888226955,3119.4852573767043,247.51147754999724,1860.1805641088479,1616.1135786349437,2614.7802234877963,5070.1357814479425,1004.9871776327321,1964.5885876769746,3528.5502506257817,1287.0053794012886,12664.544254927541,6261.131330678184,3615.536391730256,15412.005721604273,2752.8845139764185,7637.356321640591,4782.892234980379,4430.5965967361635
20180122,15193.205021450962,2037.2520965968217,3067.3324916503916,5785.62285945664,3644.6010444483773,3865.361748917321,6515.204428746889,4011.52023054965,3122.7398064193508,247.64485898212402,1885.9223199122478,1612.524209220985,2607.3058636302803,5037.825459108865,999.4398703044926,1973.9814369889682,3521.851077380764,1271.0115261427093,12696.638893181285,6274.644563765978,3643.61822778253,15392.472127533798,2753.5857071791634,7642.78636523934,4790.062987956361,4482.097015084981
20180123,15242.15220257677,2051.2346092707876,3100.044889357292,5799.988155197066,3649.350741726112,3857.321474868611,6522.101257711688,4022.906890301423,3130.0625417653055,248.4451475748849,1876.438515142574,1599.9614162721293,2591.1114172723283,5044.2875235766805,964.3069238923088,1970.5209135582336,3518.022978383611,1284.0065319153048,12792.922807942517,6270.140152736713,3652.042778598212,15524.3238875095,2743.06780913799,7490.745144474366,4818.745999860292,4494.581964987725
20180124,15168.731430888058,2040.048599131615,3070.6037314210816,5834.105732580579,3614.519628356058,3880.7722741773487,6614.058977242343,4009.2428985992956,3121.1125318980276,249.60111998665067,1938.760660771858,1604.4481280395778,2596.0943238440054,5090.814387744951,965.231475113682,1977.9363209098076,3548.6477703608352,1288.5048031442802,12696.638893181285,6211.58280935627,3671.700063834804,15459.211907274586,2760.5976392066123,7479.885057276867,4890.4535296201175,4510.188152366154
20180125,15188.31030333838,2080.597885886116,3098.9544761003954,5826.923084710365,3665.1830659852276,3883.4523655269186,6623.254749195407,4026.322888226955,3186.2035127509585,250.5347900115384,1975.3410505977422,1603.550785686088,2594.8485972010862,5134.756426126096,979.0997434342809,2040.2257426630283,3522.8081021300522,1318.493278004116,12767.247097339523,6263.383536192816,3668.8918802295766,15534.090684544737,2780.9322420862136,7469.024970079369,4915.551165036057,4508.6275336283115
20180126,15193.205021450962,2076.4031320839263,3082.598277246945,5852.062352256111,3638.268114744731,3877.422159990386,6593.368490347945,4016.0748944503594,3164.2353067130944,248.9342128260166,1973.9862213449317,1611.6268668674952,2598.5857771298442,5120.5398842969025,959.6841677854425,2017.9795206083065,3518.022978383611,1300.5001930882145,12850.693156799258,6240.8614810464915,3670.29597203219,15620.364058355999,2766.207184828571,7477.170035477493,4969.331812355926,4522.673102268898
20180129,15075.73178674902,2093.182147292685,3104.406542384879,5846.675366353451,3704.763876633016,3862.0116347303588,6597.966376324478,4017.2135604255363,3152.8443850638314,247.82270089162645,1983.4700261146054,1610.7295245140056,2604.8144103444415,5123.124710084028,951.3632067930831,2009.5753922765227,3470.1717409191983,1286.0057635726273,12792.922807942517,6324.1930850878925,3689.9532572687817,15568.274474168067,2766.207184828571,7477.170035477493,4929.892670988022,4536.718670909484
20180130,14933.784961484176,2088.9873934904954,3067.3324916503916,5764.074915846,3709.513573910751,3857.321474868611,6547.389630582617,4026.322888226955,3110.5352475094264,245.733058454973,1960.4379288168266,1608.0374974535366,2599.831503772764,5090.814387744951,956.9105141213226,1989.8009726723258,3470.1717409191983,1294.5024981162474,12632.449616673795,6315.184263029362,3643.61822778253,15446.189511227603,2749.378547962694,7273.543400524402,4908.380412060074,4469.6120651822375
20180131,14875.048344133205,2066.61537321215,3035.7105072003874,5798.192493229512,3712.680038762574,3890.822616738236,6581.873775406613,4020.6295583510687,3117.857982855381,245.95536084185102,1963.1475873224476,1604.4481280395778,2593.602870558167,5084.352323277136,943.0422458007238,1984.3630072811716,3467.3006666713336,1293.0030743732557,12574.679267817057,6339.958523690319,3645.0223195851436,15483.628899862679,2745.1713887462247,7124.217201558802,4940.648800451996,4493.021346249881
20180201,14845.68003545772,2045.6416042012013,3022.625548117627,5767.666239781107,3701.597411781193,3875.4120914782084,6506.008656793823,3953.4482658156076,3116.230708334058,245.46629559071937,1948.2444655415318,1619.7029480489025,2642.186209632023,5133.464013232533,936.570387251111,1976.9475999295978,3459.644468677028,1288.5048031442802,12478.395353055823,6303.9232354562,3605.7077491119603,15314.3377512519,2756.390479990143,7034.621482179442,4811.575246884309,4444.64216537675
20180202,14875.048344133205,2079.1996346187193,3024.8063746314206,5695.839761078976,3658.8501362815814,3871.3919544538535,6515.204428746889,3947.754935939721,3111.348884770088,245.77751893234856,1957.7282703112055,1618.8056056954129,2635.957576417426,5212.301199739881,949.5141043503367,2021.934404529146,3458.6874439277394,1330.988475862381,12401.368221246836,6231.852658987962,3573.4136376518454,15260.620367558096,2777.426276072489,7061.771700173187,4818.745999860292,4393.141747027932
20180205,14762.469827543846,2077.801383351323,3056.4283590814243,5704.818070916743,3662.0166011334045,3875.4120914782084,6515.204428746889,3978.498917269508,3034.0533450072326,243.6434160183195,1940.1154900246686,1629.5737139372893,2649.6605694895393,5205.8391352720655,973.5524361060413,2099.549001475619,3518.980003132899,1368.4740694371758,12471.976425405073,6236.357070017227,3579.0300048623003,15464.095305792203,2781.6334352889585,7088.921918166933,4868.94127069217,4377.535559649503
20180206,14733.101518868361,2072.2083782817363,3070.6037314210816,5683.270127306104,3646.184276874289,3874.0720458034234,6496.812884840758,3985.330913120572,3064.971560912375,245.42183511334375,1902.180270945974,1628.6763715837994,2652.152022775378,5182.57570318793,963.3823726709355,2095.59411755478,3523.7651268793406,1358.4779111505638,12337.178944739348,6225.096042444065,3584.6463720727547,15327.360147298883,2764.804798423081,6833.709869025726,4836.672882300249,4369.732465960287
20180207,14737.996236980942,2080.597885886116,3052.0667060538376,5683.270127306104,3696.8477145034585,3859.3315433807884,6487.617112887692,4006.9655666489407,3035.6806195285562,242.13175978754893,1906.2447587044055,1637.6497951186966,2674.575102347927,5185.160528975056,973.5524361060413,2131.1880728423343,3511.3238051385933,1367.4744536085148,12305.084306485604,6317.436468543995,3595.8791064936645,15148.302201652868,2760.5976392066123,6871.720174216969,4868.94127069217,4394.7023657657755
20180208,14630.312438504163,2049.836358003391,3038.9817469710774,5685.065789273657,3701.597411781193,3878.0921828277787,6471.5245119698275,4028.6002201773094,2989.303295670843,241.59823405904163,1873.728856636953,1638.5471374721863,2670.837922419169,5204.546722378502,968.929679999175,2122.783944510551,3519.9370278821875,1363.47599029387,12266.57074058111,6319.688674058627,3601.4954737041194,15039.239634759388,2755.689286787398,6727.824018850119,4843.843635276231,4400.944840717147
20180209,14566.681103040612,2028.8625889924422,3018.2638950900405,5654.539535825251,3695.2644820775467,3844.591040958154,6439.339310134098,4053.6508716312105,2999.880580059444,242.798666948183,1857.4709056032268,1636.7524527652067,2668.34646913333,5115.37023272265,968.0051287778018,2081.752023831842,3532.378349622935,1355.4790636645803,12208.80039172437,6308.427646485465,3594.475014691051,15037.611835253514,2731.147524691327,6760.4042804426135,4815.1606233723005,4385.338653338717
20180212,14571.575821153194,2016.278327585873,2968.1048852727927,5656.335197792804,3768.093173669478,3884.7924112017035,6432.442481169299,4055.928203581565,3002.321491841429,242.66528551605617,1833.0839790526375,1631.3683986442686,2657.1349293470557,5134.756426126096,967.0805775564285,2086.6956287328912,3571.616364343753,1363.47599029387,12118.935404613885,6398.515867070762,3645.0223195851436,14980.638852547963,2747.2749683544594,6798.414585633856,4761.379976052432,4404.066078192833
20180213,14551.99694870287,2021.8713326554594,2962.6528189883093,5654.539535825251,3753.844081836274,3878.0921828277787,6448.535082087164,4054.7895376063875,3020.221511575985,243.86571840519753,1827.6646620413953,1615.216236281454,2619.763130059474,5150.265380848853,978.1751922129076,2087.6843497131013,3594.5849583266713,1363.9757982082006,12093.25969401089,6403.020278100028,3632.3854933616203,14982.266652053837,2749.378547962694,6760.4042804426135,4750.623846588457,4408.747934406361
20180214,14586.259975490935,2042.845101666408,2964.8336455021026,5602.4653387662065,3768.093173669478,3858.661520543396,6471.5245119698275,4062.7601994326287,3025.1033351399547,245.51075606809496,1818.1808572717216,1625.9843445233305,2649.6605694895393,5148.97296795529,997.590767861746,2117.345979119397,3540.991572366529,1372.9723406661512,12240.895029978114,6434.551155304882,3608.5159327171878,15180.858191770325,2758.4940595983776,6787.554498436359,4686.087069804615,4396.262984503618
20180222,14664.57546529223,2021.8713326554594,2975.7377780710694,5600.669676798653,3901.084697446048,3851.961292169471,6556.585402535683,4114.000168315608,2990.1169329315044,243.33219267669025,1849.3419300863636,1632.2657409977583,2654.643476061217,5075.305433022195,995.7416654189996,2151.4568529366366,3539.0775228679527,1377.4706118951267,12221.638247025869,6664.276117797391,3615.536391730256,15109.23501351192,2710.812921811725,6787.554498436359,4686.087069804615,4414.990409357733
